FileName,GrIx_FileName,GrIx_perc_5,GrIx_perc_10,GrIx_perc_15,GrIx_perc_20,GrIx_perc_25,GrIx_perc_30,GrIx_perc_35,GrIx_perc_40,GrIx_perc_45,GrIx_perc_50,GrIx_perc_55,GrIx_perc_60,GrIx_perc_65,GrIx_perc_70,GrIx_perc_75,GrIx_perc_80,GrIx_perc_85,GrIx_perc_90,GrIx_perc_95,GrIx_perc_100,GrIx_min,GrIx_max,GrIx_mean,GrIx_variance,GrIx_stdev,GrIx_skewness,GrIx_kurtosis,GrIx_rms,Brightness_FileName,Brightness_perc_5,Brightness_perc_10,Brightness_perc_15,Brightness_perc_20,Brightness_perc_25,Brightness_perc_30,Brightness_perc_35,Brightness_perc_40,Brightness_perc_45,Brightness_perc_50,Brightness_perc_55,Brightness_perc_60,Brightness_perc_65,Brightness_perc_70,Brightness_perc_75,Brightness_perc_80,Brightness_perc_85,Brightness_perc_90,Brightness_perc_95,Brightness_perc_100,Brightness_min,Brightness_max,Brightness_mean,Brightness_variance,Brightness_stdev,Brightness_skewness,Brightness_kurtosis,Brightness_rms,Rchannel_FileName,Rchannel_perc_5,Rchannel_perc_10,Rchannel_perc_15,Rchannel_perc_20,Rchannel_perc_25,Rchannel_perc_30,Rchannel_perc_35,Rchannel_perc_40,Rchannel_perc_45,Rchannel_perc_50,Rchannel_perc_55,Rchannel_perc_60,Rchannel_perc_65,Rchannel_perc_70,Rchannel_perc_75,Rchannel_perc_80,Rchannel_perc_85,Rchannel_perc_90,Rchannel_perc_95,Rchannel_perc_100,Rchannel_min,Rchannel_max,Rchannel_mean,Rchannel_variance,Rchannel_stdev,Rchannel_skewness,Rchannel_kurtosis,Rchannel_rms,Gchannel_FileName,Gchannel_perc_5,Gchannel_perc_10,Gchannel_perc_15,Gchannel_perc_20,Gchannel_perc_25,Gchannel_perc_30,Gchannel_perc_35,Gchannel_perc_40,Gchannel_perc_45,Gchannel_perc_50,Gchannel_perc_55,Gchannel_perc_60,Gchannel_perc_65,Gchannel_perc_70,Gchannel_perc_75,Gchannel_perc_80,Gchannel_perc_85,Gchannel_perc_90,Gchannel_perc_95,Gchannel_perc_100,Gchannel_min,Gchannel_max,Gchannel_mean,Gchannel_variance,Gchannel_stdev,Gchannel_skewness,Gchannel_kurtosis,Gchannel_rms,Bchannel_FileName,Bchannel_perc_5,Bchannel_perc_10,Bchannel_perc_15,Bchannel_perc_20,Bchannel_perc_25,Bchannel_perc_30,Bchannel_perc_35,Bchannel_perc_40,Bchannel_perc_45,Bchannel_perc_50,Bchannel_perc_55,Bchannel_perc_60,Bchannel_perc_65,Bchannel_perc_70,Bchannel_perc_75,Bchannel_perc_80,Bchannel_perc_85,Bchannel_perc_90,Bchannel_perc_95,Bchannel_perc_100,Bchannel_min,Bchannel_max,Bchannel_mean,Bchannel_variance,Bchannel_stdev,Bchannel_skewness,Bchannel_kurtosis,Bchannel_rms,SunElevationDeg,SunAzimuthDeg,filename,sunDiskCondition
img-2016-01-14T12-32-59devID2.jpg,img-2016-01-14T12-32-59devID2.jpg,0.616060630861571,0.627375071660476,0.637085197790881,0.647197720619574,0.657679340764471,0.67056648427899,0.686177113658019,0.705223097141094,0.727909078262982,0.753684198606025,0.781629686476919,0.811806348147155,0.844602838503567,0.869608309384737,0.88886484508555,0.906649410412272,0.924124545430165,0.942024267878433,0.961115993067021,1,-3.04398610629653,1,0.771401706483132,0.0152880313745992,0.12364477900259,0.0425193127259909,-0.412626527023567,0.781248116215587,img-2016-01-14T12-32-59devID2.jpg,75.9243296655569,79.6457200712124,82.3460729251954,85.3787220052555,88.6055694006641,92.2132781211886,95.9445984733073,99.7891867183084,104.459385685414,109.563066588268,115.722273796013,121.053315432102,125.464358861866,130.335594996706,137.365709563909,147.133488419161,159.023161958405,176.757272647899,207.121837317726,255,4.19649383118646,255,118.806439649639,1751.65811930635,41.8528149508053,1.07032559863764,1.22986231937716,125.962802616469,img-2016-01-14T12-32-59devID2.jpg,89,116,121,125,129,133,136,140,144,147,150,154,157,161,166,173,183,197,220,255,0,255,149.656731255755,1383.34881095827,37.1933974108077,0.22849162383292,1.36369752542961,154.209226585913,img-2016-01-14T12-32-59devID2.jpg,62,65,67,70,73,77,80,84,90,97,104,111,116,122,130,140,153,172,206,255,0,255,108.050681428754,2111.315947256,45.9490581759408,1.12903504186311,1.05466987260662,117.414926679507,img-2016-01-14T12-32-59devID2.jpg,52,55,57,59,62,65,69,73,79,86,92,98,105,111,119,129,143,161,195,255,0,255,97.6327362574791,2128.03287426733,46.1306066973688,1.30067822855322,1.55367507696815,107.982328927231,24.8501502508205,176.356747452276,,Undefined
img-2016-01-14T12-33-29devID1.jpg,img-2016-01-14T12-33-29devID1.jpg,0.620070670437232,0.633649540228762,0.643290016445224,0.65201098428609,0.661941935540486,0.675050217471948,0.690465374131634,0.708844335667895,0.731859190027117,0.764351212750078,0.800128166473831,0.832391834345737,0.861175930178516,0.883050586365345,0.901526397706056,0.918041076366679,0.934203785844811,0.949461169622445,0.967808416943286,1,-5.52914848741041,1,0.777211938790892,0.0176254213773539,0.132760767462959,-0.42634897308436,3.96246805435759,0.788469285151665,img-2016-01-14T12-33-29devID1.jpg,33.2371187274124,73.2749008953167,76.401273980893,79.2436906956956,82.1771495699243,85.5482217484118,89.3411419576527,93.5285753908652,98.648397038826,103.10817208552,108.257008111715,112.913509525195,117.613547412046,124.5592039346,132.7736532827,143.837274635103,158.093710093139,179.74958788316,213.244278332108,255,0.2888,255,112.214154482949,2250.16917632046,47.4359481440022,0.835731803792903,0.906049212965178,121.828506246452,img-2016-01-14T12-33-29devID1.jpg,39,92,110,115,118,122,126,129,133,137,140,144,147,151,157,165,178,195,219,255,0,255,137.776685241154,2045.45874859516,45.2267481541085,-0.17490222681224,1.28073709497493,145.009906905288,img-2016-01-14T12-33-29devID1.jpg,27,60,63,65,68,71,75,79,85,91,99,104,110,117,127,138,153,176,215,255,0,255,103.139336670445,2578.76444430387,50.7815364507994,0.997337983209689,0.805501531614611,114.962978394228,img-2016-01-14T12-33-29devID1.jpg,42,51,53,55,58,61,64,69,74,81,87,94,100,107,117,128,143,168,208,255,0,255,94.8692696133988,2533.14658515681,50.3303743792634,1.27930249394799,1.3041396494235,107.393314990489,24.8350862787307,176.5018295651,,Undefined
img-2016-01-14T12-33-29devID2.jpg,img-2016-01-14T12-33-29devID2.jpg,0.61823511545852,0.62987667487783,0.639282111439317,0.648396785891263,0.660209229671823,0.675450991015794,0.693380400291906,0.713699737210797,0.73556305193798,0.759629123371872,0.786078755958463,0.815272708723671,0.844166610106698,0.868036590703706,0.886544434917018,0.90372969383632,0.921491047676002,0.939674243765103,0.958998941742341,1,-2.79142340205558,1,0.772835609860207,0.0150190359708823,0.12255217652446,-0.0723385998801409,-0.172738976268119,0.782492115653881,img-2016-01-14T12-33-29devID2.jpg,60.2687995627184,78.7551040976308,81.8100025374605,84.768095371853,87.9856107370136,91.3360563337073,95.4177976209822,100.318606527864,105.088985640353,110.348015526285,116.52734381518,121.641499181423,125.938772237197,130.544773710266,136.353290008247,144.229343602584,155.72245614014,171.250649798735,200.746814481311,255,2.1456,255,116.909344548612,1767.16753033303,42.0376917816979,0.852916312699388,1.24387381457298,124.237521751195,img-2016-01-14T12-33-29devID2.jpg,74,114,120,124,128,132,136,140,143,147,150,153,156,160,165,172,180,194,215,255,0,255,147.153306800998,1517.64956758942,38.9570220575113,-0.168565684294491,1.58114161569311,152.222681579333,img-2016-01-14T12-33-29devID2.jpg,50,64,67,69,72,76,80,85,91,97,105,112,117,122,129,138,150,167,199,255,0,255,106.374565673258,2083.51012356788,45.6454830576682,0.996824633291435,1.07504833212355,115.754298766204,img-2016-01-14T12-33-29devID2.jpg,49,54,56,59,61,64,69,74,80,87,93,100,106,112,119,127,139,156,188,255,0,255,96.39740757721,2067.00037515929,45.4642758125464,1.21548311876287,1.58181535959013,106.580767050775,24.8350862787307,176.5018295651,,Undefined
img-2016-01-14T12-33-59devID1.jpg,img-2016-01-14T12-33-59devID1.jpg,0.622595831963684,0.636168576246437,0.646528006068709,0.656153563109499,0.666954661657402,0.680098073124461,0.695656688851303,0.714453437675938,0.740644616842872,0.773321660262118,0.807704088856247,0.839560085831935,0.867289725839056,0.888860579324175,0.906229503926535,0.921925570885883,0.937098804497425,0.951280236143176,0.968877292722881,1,-5.52914848741041,1,0.781948471794455,0.0175116687334263,0.132331661870568,-0.504251686098327,6.43181359486423,0.793066879756199,img-2016-01-14T12-33-59devID1.jpg,32.0530549674855,73.7974731580886,76.8367983875213,79.4848484662849,82.4928374241463,86.0534574642144,89.9224578492352,94.1690368065896,99.5620035608708,104.552857256123,109.620969583965,114.153803340076,118.751727500862,125.811353721187,134.164804266974,144.78436169144,159.047275476535,181.169938928805,215.255649829031,255,0.0722,255,113.050629728376,2293.93508864692,47.8950424224357,0.808626216191899,0.857236167820773,122.777763658561,img-2016-01-14T12-33-59devID1.jpg,37,93,110,115,118,122,126,129,133,137,140,144,148,152,157,165,178,195,220,255,0,255,137.982062818358,2084.10494043845,45.6519982086047,-0.183163592174257,1.29237070620807,145.338067774488,img-2016-01-14T12-33-59devID1.jpg,27,61,63,66,68,72,75,80,87,94,100,106,112,119,128,140,155,178,217,255,0,255,104.242658272766,2622.77690889805,51.2130540868054,0.965060026631504,0.734681776797373,116.143479746351,img-2016-01-14T12-33-59devID1.jpg,40,51,54,56,58,61,65,70,76,82,89,96,102,109,118,130,145,169,210,255,0,255,96.0354827080271,2580.65101265689,50.8001083921766,1.24573558907175,1.2177285660738,108.643748737761,25.0792358344537,176.63964062751,,Undefined
img-2016-01-14T12-33-59devID2.jpg,img-2016-01-14T12-33-59devID2.jpg,0.621764919503634,0.632621502623774,0.641953049933537,0.651509821865043,0.661613366094596,0.675278563235896,0.691805356893035,0.711520457355181,0.735400229534082,0.760154394699292,0.788889127031354,0.823022927764527,0.854819231799072,0.879125089771004,0.89637647376956,0.912036218790243,0.927672389335608,0.943898309327891,0.96144183002609,1,-1.95028304099471,1,0.777199761101861,0.0151393451600498,0.123042046309584,0.0227888727392515,-0.746851582326507,0.786879157570817,img-2016-01-14T12-33-59devID2.jpg,69.8903276821852,79.5737695895134,82.3172552781878,85.1029771092975,88.2135298374036,91.3360563337073,94.9757695712885,99.3740795285939,104.509858828936,109.858001455021,116.116131012648,121.893131895254,126.907557303641,132.552808402707,139.513270185614,148.249578187019,159.370534787786,175.810002955929,206.03809101207,255,1.6366,255,118.512611046029,1828.33988547119,42.7590912610545,0.918224949384775,1.0680814940863,125.990389453837,img-2016-01-14T12-33-59devID2.jpg,81,115,120,124,128,132,135,139,143,146,150,153,156,161,166,173,183,197,218,255,0,255,148.236716959419,1494.00557015744,38.6523682347854,0.00865460870831231,1.48084292959303,153.193111177223,img-2016-01-14T12-33-59devID2.jpg,60,65,67,70,73,76,80,84,90,96,104,112,119,125,133,142,154,172,205,255,0,255,108.170432557954,2176.79173032572,46.656100676393,1.01892868891255,0.872639966146559,117.803367790498,img-2016-01-14T12-33-59devID2.jpg,52,55,57,59,62,65,69,74,80,86,94,102,108,115,122,132,144,161,194,255,0,255,98.3746026176767,2173.99963419444,46.6261689847497,1.19193281560046,1.31049416766102,108.864876466298,25.0792358344537,176.63964062751,,Undefined
img-2016-01-14T12-34-29devID1.jpg,img-2016-01-14T12-34-29devID1.jpg,0.625537019350913,0.639801317796194,0.650652311770953,0.661010066959825,0.672616578434797,0.686563782803633,0.702227344342241,0.721544916284092,0.748817853577288,0.782112936912396,0.816698674555646,0.847690463897032,0.873658813286528,0.89413855541368,0.909792123555754,0.924297803485941,0.938522876117132,0.951965233519129,0.969110691706606,1,-5.52914848741041,1,0.786830387991576,0.0173433298080785,0.131694076586908,-0.778265880057865,16.9196812415122,0.797775271477278,img-2016-01-14T12-34-29devID1.jpg,33.9891803154772,74.2335335390529,77.2193703106586,79.9841781044974,83.1652965696407,86.817024477841,90.8537996501537,95.1364966241767,100.523151909578,105.514363793576,110.741646415957,115.148296238637,119.905735437818,127.137485855925,135.063807129922,144.963505543512,159.164563794565,181.07506759481,215.994095683891,255,0.2166,255,113.835699172347,2272.19350451274,47.6675309252823,0.805420988010108,0.868412400776354,123.412962004529,img-2016-01-14T12-34-29devID1.jpg,40,95,111,115,119,123,126,130,133,137,141,144,148,152,157,165,178,196,220,255,0,255,138.42094845319,2046.26896344214,45.2357045202365,-0.145774082311938,1.31252556491837,145.624954200367,img-2016-01-14T12-34-29devID1.jpg,28,61,64,66,69,73,77,81,88,95,102,107,113,121,130,140,155,178,217,255,0,255,105.216828674788,2600.05260235849,50.9907109418812,0.94755179570579,0.727272957126647,116.921481409673,img-2016-01-14T12-34-29devID1.jpg,43,52,54,56,59,62,66,72,77,84,91,97,103,111,120,130,144,169,210,255,0,255,96.978821990864,2555.3596404883,50.5505651846575,1.22939738766487,1.20589520417382,109.362931314391,25.052194474773,176.516991807116,,Undefined
img-2016-01-14T12-34-29devID2.jpg,img-2016-01-14T12-34-29devID2.jpg,0.624979984014713,0.636879783612566,0.647767696103682,0.658401407013421,0.671012876337995,0.685756787611752,0.702213829890277,0.722099961041488,0.746086606675535,0.771346845917235,0.801044865671187,0.834696304127381,0.863626027277996,0.883957006768663,0.899723201873131,0.91418610404597,0.928851738761745,0.944257247263002,0.961750593640634,1,-1.19897050104422,1,0.783617084268069,0.0147023182585574,0.121253116490082,-0.0430988672407999,-0.814239759503704,0.792942651204958,img-2016-01-14T12-34-29devID2.jpg,76.1251407462399,80.4036261163704,83.2871190617757,86.3364357105607,89.6233295934069,93.0787196311851,97.2127881758637,102.205199467948,107.707425942896,113.731681073835,119.723289605973,124.267454900926,128.23183547989,133.179042879541,139.765524286264,148.072338825883,158.312169075601,175.055127064088,205.696535790351,255,4.48362110915359,255,120.115229359639,1728.90265941735,41.5800752695008,0.958985494061504,1.18068690424599,127.108498557404,img-2016-01-14T12-34-29devID2.jpg,89,117,121,125,129,133,136,140,144,147,150,154,157,161,166,173,182,196,217,255,0,255,149.441139252144,1377.05428078044,37.1086820135186,0.129967308225677,1.5324192664821,153.979569818111,img-2016-01-14T12-34-29devID2.jpg,63,66,68,71,74,78,82,88,94,102,109,115,120,126,133,142,153,171,205,255,0,255,110.03731990231,2074.15104259568,45.5428484242662,1.02238837403103,0.95313410281365,119.089722984122,img-2016-01-14T12-34-29devID2.jpg,52,55,58,60,63,67,72,77,84,91,97,104,110,116,123,132,143,160,194,255,0,255,99.9348300031594,2089.7879168481,45.7141981975852,1.18750204523383,1.39756625121992,109.894301335128,25.052194474773,176.516991807116,,Undefined
img-2016-01-14T12-35-00devID1.jpg,img-2016-01-14T12-35-00devID1.jpg,0.630480301486034,0.643770467599886,0.654642319051884,0.666303654251977,0.679641409221302,0.694869186458251,0.711022114802451,0.731302280923348,0.758567210053809,0.790135622991997,0.819699533372675,0.850338932875135,0.877156706765936,0.896925956527266,0.911584260273682,0.924639962753349,0.937798914576134,0.950763221239654,0.968055372619832,1,-5.52914848741041,1,0.791500414354911,0.016271249203608,0.127558806844561,-0.421502386263655,2.1729742672375,0.801713259169469,img-2016-01-14T12-35-00devID1.jpg,64.6660600203284,75.8789946527023,78.7441830135102,81.8346385287614,85.3490268294461,89.5440815999016,94.2094493588646,99.4051199688452,104.27852915038,109.01311196346,114.233928928332,118.381620872302,123.017039004282,128.908341286491,136.343008318478,146.245939677644,160.30169167522,181.164166758581,214.329458590375,255,0.4332,255,117.085042355654,2033.28931324436,45.0920094167953,0.924773152767841,0.973759578872263,125.467907478145,img-2016-01-14T12-35-00devID1.jpg,74,108,113,117,121,125,128,132,135,139,142,146,149,153,159,166,179,195,218,255,0,255,142.086257081496,1651.03889361542,40.6329779073036,0.151501277938437,1.50957945073449,147.782078810198,img-2016-01-14T12-35-00devID1.jpg,56,63,65,68,71,76,81,86,93,100,106,111,116,123,131,141,156,178,216,255,0,255,108.414501675849,2405.70267967141,49.0479630532341,0.97644402393812,0.777535064337635,118.993302687866,img-2016-01-14T12-35-00devID1.jpg,50,53,55,58,61,66,70,76,82,88,94,101,106,113,122,131,145,170,209,255,0,255,99.5758889955101,2412.57270548402,49.1179468777353,1.22222160319636,1.2029716879219,111.031210043876,25.0361164246081,176.661843738647,,Undefined
img-2016-01-14T12-35-00devID2.jpg,img-2016-01-14T12-35-00devID2.jpg,0.628062499914731,0.641073747732118,0.65262534775089,0.665678657519627,0.681178767166217,0.696421847972617,0.713148353301878,0.733507000303638,0.755587546623783,0.780699375035533,0.808441731835921,0.838416660168648,0.865523026004968,0.885166838525178,0.900431880362253,0.914216167534038,0.927895036710461,0.943402963783877,0.960781676514064,1,-4.89732090217652,1,0.788006036681522,0.0142662291174658,0.119441320812631,-0.20101705249211,1.19644811036728,0.79700673665893,img-2016-01-14T12-35-00devID2.jpg,72.8842858681992,80.2036648023741,83.3016885691799,86.6266681704587,90.1683592993915,94.2315963008794,99.1412760317841,104.385751007077,110.007225391177,116.580616662048,122.219034348383,126.529181638134,130.194983512668,134.646053524609,139.845217188519,147.567476750563,157.810544600225,173.154911063056,201.843570254135,255,1.43883663700697,255,120.535344983522,1680.22231515764,40.9905149413574,0.846149331660359,1.14042496066598,127.314536301874,img-2016-01-14T12-35-00devID2.jpg,85,116,121,126,130,133,137,141,145,148,151,155,158,162,168,174,182,195,215,255,0,255,149.480853198773,1384.74207152236,37.2121226419881,-0.0113811249986312,1.5034770447923,154.043068944633,img-2016-01-14T12-35-00devID2.jpg,62,66,69,72,75,80,85,90,97,105,112,118,122,127,133,142,153,169,200,255,0,255,110.635539967179,2000.9770979084,44.7322825027786,0.927552784721819,0.927863401953099,119.336495443455,img-2016-01-14T12-35-00devID2.jpg,52,56,58,61,64,69,74,80,87,94,100,106,112,118,124,132,143,159,190,255,0,255,100.89973285824,2015.92339580192,44.8990355776371,1.11361474136621,1.35557172119107,110.43857489459,25.0361164246081,176.661843738647,,Undefined
img-2016-01-14T12-35-30devID1.jpg,img-2016-01-14T12-35-30devID1.jpg,0.634420854768441,0.648037731527048,0.660099183830934,0.673825531428995,0.690108474912687,0.706575123959072,0.725329178866924,0.7494059842752,0.780161784368239,0.811993071293764,0.842343440614775,0.869296188465031,0.889383395986278,0.904381736548553,0.916680652143181,0.929003098481342,0.940945074018496,0.952970624620414,0.969361558663307,1,-5.52914848741041,1,0.801487452748782,0.0159823838644367,0.126421453339363,-0.554783169456902,2.86124452487619,0.811396645131474,img-2016-01-14T12-35-30devID1.jpg,44.4101323670975,75.3649461055692,78.2845762489134,81.5427503462949,85.7922711360515,90.9882034918592,96.1294597350857,101.17635745024,106.10291585892,110.914289353947,115.342966123733,119.411762134514,124.247993749128,130.62115442743,138.235259521415,147.99044693085,161.848956341316,183.614464478152,216.543473241369,255,0.5054,255,117.517205619825,2187.09908222646,46.7664311469933,0.758682827985753,0.800400577495466,126.480796993802,img-2016-01-14T12-35-30devID1.jpg,57,104,112,116,120,124,128,132,136,139,143,146,150,154,159,166,179,197,220,255,0,255,140.905999307088,1886.35959683767,43.4322414438591,-0.0783895704051031,1.43526063225498,147.447820064644,img-2016-01-14T12-35-30devID1.jpg,33,62,65,68,72,78,83,89,96,102,108,113,118,125,133,144,158,181,218,255,0,255,109.480894872928,2527.65643053575,50.2758036289401,0.857671729310725,0.607157681350654,120.472909711798,img-2016-01-14T12-35-30devID1.jpg,48,53,55,58,63,68,73,78,84,91,97,103,109,116,124,134,148,172,211,255,0,255,101.136835832058,2504.28505430832,50.0428321971121,1.12408049124949,1.00024353725492,112.840346620887,25.0197521183554,176.807010693502,,Undefined
